offer,date,revenue,sale_amount,coupon_code,geo
1324,07-12-2025,4,57.8,R22,no-geo
1324,07-12-2025,4,57.8,R55,no-geo
1324,07-12-2025,4,302.14666666666665,R99,no-geo
1324,07-12-2025,4,231.20266666666666,R46,no-geo
1324,07-12-2025,4,115.6,R99,no-geo
1324,07-12-2025,4,115.6,R99,no-geo
1324,07-11-2025,16,179.296,R99,no-geo
1324,07-11-2025,4,115.6,R3,no-geo
1324,07-11-2025,4,57.8,R3,no-geo
1324,07-10-2025,16,115.6,R4,no-geo
1324,07-09-2025,16,150.96,R3,no-geo
1324,07-06-2025,16,231.20266666666666,R99,no-geo
1324,07-06-2025,4,0.0,RD6,no-geo
1324,07-06-2025,4,231.20266666666666,R99,no-geo
1324,07-06-2025,4,115.6,R99,no-geo
1324,07-05-2025,4,115.6,R36,no-geo
1324,07-05-2025,4,49.8,R99,no-geo
1324,07-02-2025,4,231.20266666666666,R3,no-geo
1324,07-01-2025,16,576.4106666666667,R99,no-geo
1182,07-04-2025,11.844686648501364,78.96457765667576,AB70,uae
1182,07-08-2025,9.269754768392371,61.798365122615806,AB10,uae
1182,07-08-2025,11.623978201634875,77.49318801089917,AB196,uae
1182,07-09-2025,7.283378746594005,48.555858310626704,AB60,uae
1182,07-10-2025,16.07493188010899,107.16621253405995,AB12,uae
1182,07-01-2025,6.17983651226158,41.19891008174387,AB173,uae
1182,07-01-2025,12.653950953678477,84.35967302452318,AB60,uae
1182,07-02-2025,6.584468664850136,43.89645776566758,AB60,
1182,07-07-2025,13.7574931880109,91.716621253406,AB33,
1182,07-08-2025,6.584468664850136,43.89645776566758,AB61,
1182,07-09-2025,12.065395095367846,80.43596730245231,AB60,
1182,07-09-2025,4.238419618528611,28.25613079019074,AB173,
